zone_id,floor,area_m2,height_m,envelope_UA_W_K,capacitance_kJ_K,solar_aperture_m2,people,lighting_W_m2,equipment_W_m2,outdoor_air_L_s_person,infiltration_ACH,heat_recovery_sensible,heat_recovery_latent,fcu_kW,fan_W,occupied_start,occupied_end,weekend,input_status
Z014,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z015,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z016,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z017,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z018,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z019,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z020,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z021,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z022,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z023,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z024,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z025,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z026,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z027,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z028,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z029,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z030,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z031,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z032,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z033,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z034,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z035,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z036,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z037,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z038,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z039,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z040,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z041,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z042,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z043,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z044,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z045,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z046,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z047,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z048,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z049,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z050,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z051,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z052,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z053,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z054,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z055,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z056,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z057,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z058,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z059,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z060,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z061,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z062,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z063,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z064,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z065,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z066,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z067,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z068,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z069,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z070,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z071,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z072,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z073,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z074,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z075,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z076,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z077,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z078,0,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z079,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z080,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z081,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z082,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z083,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z084,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z085,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z086,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z087,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z088,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z089,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z090,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z091,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z092,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z093,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z094,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z095,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z096,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z097,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z098,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z099,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z100,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z101,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z102,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z103,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z104,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z105,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z106,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z107,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z108,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z109,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z110,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z111,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z112,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z113,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z114,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z115,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z116,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z117,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z118,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z119,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
Z120,1,57.52692307692308,3.5,115.05384615384617,8629.038461538463,4.602153846153847,6.385488461538462,8.0,11.73,10.0,0.2,0.0,0.0,5.752692307692309,115.05384615384617,8,17,4|5,ASSUMED_UNVERIFIED
